date,price,rsi,macd,bb_upper,bb_lower,momentum,volatility,rsi_signal,macd_signal,bb_signal,momentum_signal,volatility_signal,combined_signal,position
2025-08-22,4832.07,79.10839668284231,26.55760509015758,5029.70455665336,4040.5354433466396,541.5999999999995,247.2922783266801,-1,1,-1,1,0,0.09999999999999998,0
2025-08-23,4807.69,75.34146635040179,17.74635928826126,5055.216502514311,4067.664497485688,193.7599999999993,246.88800125715576,-1,1,0,1,0,0.3,0
2025-08-23,4780.59,71.27849464698471,8.221637434480272,5072.138688383828,4099.682311616172,164.51000000000022,243.11409419191364,-1,1,0,1,0,0.3,0
2025-08-23,4714.68,62.456726287345,-3.746478035405403,5077.027764156475,4136.789235843524,-31.279999999999745,235.05963207823808,0,-1,0,-1,0,-0.5,0
2025-08-23,4694.64,60.02421583623356,-13.682821677565244,5078.737510931534,4171.729489068466,-104.85999999999967,226.75200546576718,0,-1,0,-1,0,-0.5,0
2025-08-23,4746.99,63.971720679264784,-17.173863945203266,5081.2501892020555,4211.022810797944,-42.64000000000033,217.55684460102813,0,-1,0,-1,0,-0.5,0
2025-08-23,4751.63,64.30813993017873,-19.447708004079345,5079.1062471236755,4255.469752876324,-81.36999999999989,205.90912356183816,0,-1,0,-1,0,-0.5,0
2025-08-23,4745.93,63.52342345231029,-21.45498652730285,5065.666641594496,4313.859358405504,-103.64999999999964,187.951820797248,0,-1,0,-1,0,-0.5,0
2025-08-23,4713.88,59.152644427026395,-24.822657267356348,5035.783234405289,4387.674765594712,-137.67000000000007,162.0271172026443,0,-1,0,-1,0,-0.5,0
2025-08-23,4718.89,59.620359938981835,-26.44479815063295,4978.723202212339,4492.131797787661,-92.96999999999935,121.64785110616975,0,-1,0,-1,0,-0.5,0
2025-08-23,4738.79,61.50580177784161,-25.877321372190778,4890.462188015715,4625.224811984285,-93.27999999999975,66.30934400785728,0,-1,0,-1,0,-0.5,0
2025-08-23,4712.67,57.69765533173274,-26.845091972799977,4880.067031447544,4645.493968552456,-95.01999999999953,58.64326572377194,0,-1,0,-1,0,-0.5,0
2025-08-23,4704.93,56.57973479118988,-27.490239698087493,4867.434356462221,4667.011643537779,-75.65999999999985,50.10567823111079,0,-1,1,-1,0,-0.3,0
2025-08-23,4715.04,57.73175956451156,-26.69755282943123,4868.0827887229625,4663.271211277039,0.3599999999996726,51.20289436148116,0,-1,0,1,0,-0.09999999999999998,0
2025-08-23,4718.45,58.135224705310236,-25.41194227260253,4864.767766280467,4658.481233719533,23.80999999999949,51.57163314023371,0,-1,0,1,0,-0.09999999999999998,0
2025-08-23,4726.56,59.1343083758204,-23.52690855061661,4861.852803795563,4655.089196204436,-20.42999999999938,51.69090189778174,0,-1,0,-1,0,-0.5,0
2025-08-23,4751.0,62.07182336782407,-20.269219550311078,4851.945618400456,4656.7963815995445,-0.6300000000001091,48.78730920022782,0,-1,0,-1,0,-0.5,0
2025-08-23,4742.86,60.51166660007489,-18.35493209056051,4836.330271693261,4661.7397283067385,-3.0700000000006185,43.647635846630905,0,-1,0,-1,0,-0.5,0
2025-08-23,4749.79,61.40115754274952,-16.379446005480077,4817.5347873291175,4670.359212670883,35.909999999999854,36.79389366455892,0,-1,0,1,0,-0.09999999999999998,0
